taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
1263528	Trioxys curvicaudus Mackauer, 1967	1263528	Trioxys curvicaudus Mackauer, 1967	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Trioxys	1263496	Trioxys curvicaudus	1263528	NE
1358020	Andrena livens Pérez, 1895	1358020	Andrena livens Pérez, 1895	15	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena livens	1358020	NE
1358261	Andrena colletiformis Morawitz, 1874	1358261	Andrena colletiformis Morawitz, 1874	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena colletiformis	1358261	NE
1357930	Andrena trimmerana (Kirby, 1802)	1357930	Andrena trimmerana (Kirby, 1802)	54	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena trimmerana	1357930	NE
1358080	Andrena limbata Eversmann, 1852	1358080	Andrena limbata Eversmann, 1852	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena limbata	1358080	NE
9734167	Andrena angustior impressa Warncke, 1967	9734167	Andrena angustior impressa Warncke, 1967	11	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena angustior	1357490	
9779459	Andrena wollastoni acuta Warncke, 1968	1358381	Andrena wollastoni Cockerell, 1922	23	SUBSPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena wollastoni	1358381	
4499299	Euderomphale chelidonii Erdös, 1966	4499299	Euderomphale chelidonii Erdös, 1966	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Eulophidae	5505	Euderomphale	1380682	Euderomphale chelidonii	4499299	NE
1353289	Halictus tumulorum (Linnaeus, 1758)	1353289	Halictus tumulorum (Linnaeus, 1758)	12	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Halictidae	7908	Halictus	1347978	Halictus tumulorum	1353289	NE
1358354	Andrena leptopyga Pérez, 1895	1358354	Andrena leptopyga Pérez, 1895	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena leptopyga	1358354	NE
9551728	Tapinoma magnum Mayr, 1861	9551728	Tapinoma magnum Mayr, 1861	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Tapinoma	1316784	Tapinoma magnum	9551728	NE
1315117	Formica rufibarbis Fabricius, 1793	1315117	Formica rufibarbis Fabricius, 1793	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Formica	1314840	Formica rufibarbis	1315117	NE
9087258	Opiognathus Fischer, 1972	9087258	Opiognathus Fischer, 1972	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Opiognathus	9087258			
1250697	Ussuraridelus Tobias & Belokobylskij, 1981	1250697	Ussuraridelus Tobias & Belokobylskij, 1981	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Ussuraridelus	1250697			
1349955	Hylaeus rinki (Gorski, 1852)	1349955	Hylaeus rinki (Gorski, 1852)	68	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Colletidae	7905	Hylaeus	1349360	Hylaeus rinki	1349955	NE
1357234	Andrena curvungula Thomson, 1870	1357234	Andrena curvungula Thomson, 1870	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena curvungula	1357234	NE
1316908	Linepithema humile (Mayr, 1868)	1316908	Linepithema humile (Mayr, 1868)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Linepithema	1316904	Linepithema humile	1316908	NE
9217509	Microctonus brevicollis (Haliday, 1835)	1250606	Perilitus brevicollis Haliday, 1835	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Perilitus	1250459	Perilitus brevicollis	1250606	NE
1252847	Blacus paganus Haliday, 1835	1252847	Blacus paganus Haliday, 1835	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Blacus	1252663	Blacus paganus	1252847	NE
1263453	Ephedrus cerasicola Stary, 1962	1263453	Ephedrus cerasicola Stary, 1962	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Ephedrus	1263391	Ephedrus cerasicola	1263453	NE
1357691	Andrena aeneiventris Morawitz, 1872	1357691	Andrena aeneiventris Morawitz, 1872	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena aeneiventris	1357691	NE
11895889	Andrena obtusa Pisanty, Scheuchl, Martin, Cardinal & Wood, 2022	11895889	Andrena obtusa Pisanty, Scheuchl, Martin, Cardinal & Wood, 2022	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena obtusa	11895889	NE
1357295	Andrena ventricosa Dours, 1873	1357295	Andrena ventricosa Dours, 1873	15	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena ventricosa	1357295	NE
1356976	Andrena vulpecula Kriechbaumer, 1873	1356976	Andrena vulpecula Kriechbaumer, 1873	11	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena vulpecula	1356976	NE
4503145	Trichopria nixoni Notton, 1995	4503145	Trichopria nixoni Notton, 1995	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Diapriidae	2790	Trichopria	9173398	Trichopria nixoni	4503145	NE
1357881	Andrena spreta Pérez, 1895	1357881	Andrena spreta Pérez, 1895	76	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena spreta	1357881	NE
1358259	Andrena chrysosceles (Kirby, 1802)	1358259	Andrena chrysosceles (Kirby, 1802)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena chrysosceles	1358259	NE
5035051	Solenopsis corticalis Forel, 1881	5035051	Solenopsis corticalis Forel, 1881	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Solenopsis	9107211	Solenopsis corticalis	5035051	NE
1267453	Coelinidea vidua (Curtis, 1829)	1267453	Coelinidea vidua (Curtis, 1829)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Coelinidea	1267446	Coelinidea vidua	1267453	NE
1357490	Andrena angustior (Kirby, 1802)	1357490	Andrena angustior (Kirby, 1802)	29	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena angustior	1357490	NE
1358297	Andrena reperta Warncke, 1974	1358297	Andrena reperta Warncke, 1974	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena reperta	1358297	NE
1357554	Andrena sardoa Lepeletier, 1841	1357554	Andrena sardoa Lepeletier, 1841	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena sardoa	1357554	NE
1356913	Andrena tenuistriata Pérez, 1895	1356913	Andrena tenuistriata Pérez, 1895	77	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena tenuistriata	1356913	NE
5043250	Perilampus tristis Mayr, 1905	5043250	Perilampus tristis Mayr, 1905	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Perilampidae	9446	Perilampus	1359753	Perilampus tristis	5043250	NE
8478324	Opius exiguus (Wesmael, 1835) Wesmael, 1835	1271702	Phaedrotoma exigua (Wesmael, 1835)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Phaedrotoma	1271632	Phaedrotoma exigua	1271702	NE
11801920	Andrena euphorbiae Pisanty, Scheuchl, Martin, Cardinal & Wood, 2022	11801920	Andrena euphorbiae Pisanty, Scheuchl, Martin, Cardinal & Wood, 2022	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena euphorbiae	11801920	NE
1269116	Aphidius urticae Haliday, 1834	1269116	Aphidius urticae Haliday, 1834	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Aphidius	1269075	Aphidius urticae	1269116	NE
1354263	Lasioglossum pauxillum (Schenck, 1853)	1354263	Lasioglossum pauxillum (Schenck, 1853)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Halictidae	7908	Lasioglossum	1353501	Lasioglossum pauxillum	1354263	NE
1349795	Hylaeus communis Nylander, 1852	1349795	Hylaeus communis Nylander, 1852	1853	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Colletidae	7905	Hylaeus	1349360	Hylaeus communis	1349795	NE
1366906	Cleruchus leptosoma Debauche, 1948	1366906	Cleruchus leptosoma Debauche, 1948	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Mymaridae	9444	Cleruchus	1366903	Cleruchus leptosoma	1366906	NE
1355967	Flavipanurgus ibericus (Warncke, 1972)	1355967	Flavipanurgus ibericus (Warncke, 1972)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Flavipanurgus	1355963	Flavipanurgus ibericus	1355967	LC
1357412	Andrena variabilis Smith, 1853	1357412	Andrena variabilis Smith, 1853	30	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena variabilis	1357412	NE
4496017	Bombus magnus Vogt, 1911	4496017	Bombus magnus Vogt, 1911	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Bombus	1340278	Bombus magnus	4496017	LC
1356887	Andrena bicolor Fabricius, 1775	1356887	Andrena bicolor Fabricius, 1775	55	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena bicolor	1356887	NE
7358948	Lasius neglectus Van Loon, Boomsma & Andrasfalvy, 1990	7358948	Lasius neglectus Van Loon, Boomsma & Andrasfalvy, 1990	18	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Lasius	1325751	Lasius neglectus	7358948	NE
1357585	Andrena hypopolia Schmiedeknecht, 1884	1357585	Andrena hypopolia Schmiedeknecht, 1884	27	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena hypopolia	1357585	NE
1356889	Andrena aerinifrons Dours, 1873	1356889	Andrena aerinifrons Dours, 1873	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena aerinifrons	1356889	NE
1374252	Rhopus flavidus (Mercet, 1921)	1374252	Rhopus flavidus (Mercet, 1921)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Encyrtidae	9440	Rhopus	1374245	Rhopus flavidus	1374252	NE
1356936	Andrena decipiens Schenck, 1861	1356936	Andrena decipiens Schenck, 1861	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena decipiens	1356936	NE
1263124	Bracon delibator Haliday, 1833	1263124	Bracon delibator Haliday, 1833	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Bracon	1262034	Bracon delibator	1263124	NE
1356981	Andrena haemorrhoa (Fabricius, 1781)	1356981	Andrena haemorrhoa (Fabricius, 1781)	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena haemorrhoa	1356981	NE
1357107	Andrena ferrugineicrus Dours, 1872	1357107	Andrena ferrugineicrus Dours, 1872	31	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena ferrugineicrus	1357107	NE
1358353	Andrena ranunculorum Morawitz, 1877	1358353	Andrena ranunculorum Morawitz, 1877	28	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena ranunculorum	1358353	NE
7795442	Temnothorax nylanderi (Förster, 1850)	1323853	Leptothorax nylanderi (Foerster, 1850)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Leptothorax	1323767	Leptothorax nylanderi	1323853	NE
9583818	Andrena sedumella Scheuchl & Pisanty, 2018	9583818	Andrena sedumella Scheuchl & Pisanty, 2018	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena sedumella	9583818	NE
9723829	Andrena wollastoni gomerensis Warncke, 1993	1358381	Andrena wollastoni Cockerell, 1922	1	SUBSPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena wollastoni	1358381	
4499838	Adelencyrtus aulacaspidis (Brethes, 1914)	4499838	Adelencyrtus aulacaspidis (Brethes, 1914)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Encyrtidae	9440	Adelencyrtus	1376206	Adelencyrtus aulacaspidis	4499838	NE
1357866	Andrena innesi Gribodo, 1894	1357866	Andrena innesi Gribodo, 1894	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena innesi	1357866	NE
8718922	Bombus terrestris terrestris	8718922	Bombus terrestris terrestris	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Bombus	1340278	Bombus terrestris	1340503	
1354274	Lasioglossum pauperatum (Brullé, 1832)	1354274	Lasioglossum pauperatum (Brullé, 1832)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Halictidae	7908	Lasioglossum	1353501	Lasioglossum pauperatum	1354274	NE
4506357	Nemka viduata (Pallas, 1773)	4506357	Nemka viduata (Pallas, 1773)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Mutillidae	7912	Nemka	4406500	Nemka viduata	4506357	NE
1316805	Tapinoma melanocephalum (Fabricius, 1793)	1316805	Tapinoma melanocephalum (Fabricius, 1793)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Tapinoma	1316784	Tapinoma melanocephalum	1316805	NE
11359703	Bombus pascuorum floralis (Gmelin, 1790)	1340405	Bombus pascuorum (Scopoli, 1763)	6940	SUBSPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Bombus	1340278	Bombus pascuorum	1340405	
1354819	Lasioglossum brevicorne (Schenck, 1870)	1354819	Lasioglossum brevicorne (Schenck, 1870)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Halictidae	7908	Lasioglossum	1353501	Lasioglossum brevicorne	1354819	NE
1357013	Andrena minutula (Kirby, 1802)	1357013	Andrena minutula (Kirby, 1802)	125	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena minutula	1357013	NE
1314960	Formica lemani Bondroit, 1917	1314960	Formica lemani Bondroit, 1917	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Formica	1314840	Formica lemani	1314960	NE
1357704	Andrena tunetana Schmiedeknecht, 1900	1357704	Andrena tunetana Schmiedeknecht, 1900	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena tunetana	1357704	NE
1258312	Aspilota fuscicornis (Haliday, 1838)	1258312	Aspilota fuscicornis (Haliday, 1838)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Aspilota	1258130	Aspilota fuscicornis	1258312	NE
1351330	Sphecodes miniatus Hagens, 1882	1351330	Sphecodes miniatus Hagens, 1882	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Halictidae	7908	Sphecodes	1351262	Sphecodes miniatus	1351330	NE
1349838	Hylaeus clypearis (Schenck, 1853)	1349838	Hylaeus clypearis (Schenck, 1853)	13	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Colletidae	7905	Hylaeus	1349360	Hylaeus clypearis	1349838	NE
1379742	Blastothrix hissarica Sugonjaev, 1972	1379742	Blastothrix hissarica Sugonjaev, 1972	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Encyrtidae	9440	Blastothrix	1364457	Blastothrix hissarica	1379742	NE
1345710	Andrena Fabricius, 1775	1345710	Andrena Fabricius, 1775	20	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710			NE
1357665	Andrena nigroaenea (Kirby, 1802)	1357665	Andrena nigroaenea (Kirby, 1802)	109	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena nigroaenea	1357665	NE
1358095	Andrena limata Smith, 1853	1358095	Andrena limata Smith, 1853	61	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena limata	1358095	NE
1340362	Bombus bohemicus Seidl, 1838	1340362	Bombus bohemicus Seidl, 1838	9	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Bombus	1340278	Bombus bohemicus	1340362	DD
1265670	Binodoxys acalephae (Marshall, 1896)	1265670	Binodoxys acalephae (Marshall, 1896)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Binodoxys	1265607	Binodoxys acalephae	1265670	NE
4503130	Trichopria basalis (Thomson, 1859)	4503130	Trichopria basalis (Thomson, 1859)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Diapriidae	2790	Trichopria	9173398	Trichopria basalis	4503130	NE
9756060	Andrena chalcogastra palmaensis Warncke, 1968	1356948	Andrena chalcogastra Brullé, 1840	1	SUBSPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena chalcogastra	1356948	DD
1399517	Pseudoligosita krygeri (Girault, 1929)	1399517	Pseudoligosita krygeri (Girault, 1929)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Trichogrammatidae	7711	Pseudoligosita	9166232	Pseudoligosita krygeri	1399517	NE
4627989	Index Böttger, 1877	4627989	Index Böttger, 1877	42	GENUS	DOUBTFUL	Animalia	1	Mollusca	52							Index	4627989			
1355937	Panurgus canescens Latreille, 1811	1355937	Panurgus canescens Latreille, 1811	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Panurgus	1352891	Panurgus canescens	1355937	LC
1255662	Asobara Förster, 1862	1255662	Asobara Förster, 1862	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Asobara	1255662			
1340512	Bombus asiaticus Morawitz, 1875	1340512	Bombus asiaticus Morawitz, 1875	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Bombus	1340278	Bombus asiaticus	1340512	NE
1357035	Andrena farinosa Pérez, 1895	1357035	Andrena farinosa Pérez, 1895	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena farinosa	1357035	DD
1357074	Andrena semilaevis Pérez, 1903	1357074	Andrena semilaevis Pérez, 1903	9	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena semilaevis	1357074	DD
1270615	Opius exilis Haliday, 1837	1270609	Opius pallipes Wesmael, 1835	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Opius	1269675	Opius pallipes	1270609	NE
1340517	Bombus festivus Smith, 1861	1340517	Bombus festivus Smith, 1861	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Bombus	1340278	Bombus festivus	1340517	NE
1340527	Bombus campestris (Panzer, 1801)	1340527	Bombus campestris (Panzer, 1801)	19	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Bombus	1340278	Bombus campestris	1340527	NE
1356945	Andrena corax Warncke, 1967	1356945	Andrena corax Warncke, 1967	11	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena corax	1356945	NE
1374377	Trjapitzinellus semidaliphagus Viggiani, 1967	1374377	Trjapitzinellus semidaliphagus Viggiani, 1967	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Encyrtidae	9440	Trjapitzinellus	1374371	Trjapitzinellus semidaliphagus	1374377	NE
1265638	Binodoxys angelicae (Haliday, 1833)	1265638	Binodoxys angelicae (Haliday, 1833)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Binodoxys	1265607	Binodoxys angelicae	1265638	NE
1340394	Bombus ruderarius (Müller, 1776)	1340394	Bombus ruderarius (Müller, 1776)	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Bombus	1340278	Bombus ruderarius	1340394	NE
10186674	Markshawius francescae Fernández-Triana & Boudreault, 2018	10186674	Markshawius francescae Fernández-Triana & Boudreault, 2018	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Markshawius	9857614	Markshawius francescae	10186674	NE
1355230	Lasioglossum politum (Schenck, 1853)	1355230	Lasioglossum politum (Schenck, 1853)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Halictidae	7908	Lasioglossum	1353501	Lasioglossum politum	1355230	NE
1357894	Andrena intermedia Thomson, 1870	1357894	Andrena intermedia Thomson, 1870	13	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena intermedia	1357894	NE
5035813	Lasius emarginatus (Olivier, 1792)	5035813	Lasius emarginatus (Olivier, 1792)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Lasius	1325751	Lasius emarginatus	5035813	NE
8379111	Formica picea Nylander, 1846	8379111	Formica picea Nylander, 1846	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Formica	1314840	Formica picea	8379111	NE
1312361	Camponotus Mayr, 1861	1312361	Camponotus Mayr, 1861	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361			NE
1341198	Ceratina Latreille, 1802	1341198	Ceratina Latreille, 1802	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Ceratina	1341198			NE
1367416	Stethynium triclavatum Enock, 1909	1367416	Stethynium triclavatum Enock, 1909	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Mymaridae	9444	Stethynium	1367384	Stethynium triclavatum	1367416	NE
4503128	Trichopria suspecta (Nees, 1834)	4503128	Trichopria suspecta (Nees, 1834)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Diapriidae	2790	Trichopria	9173398	Trichopria suspecta	4503128	NE
1357787	Andrena djelfensis Pérez, 1895	1357787	Andrena djelfensis Pérez, 1895	9	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena djelfensis	1357787	NE
1358237	Andrena morio Brullé, 1832	1358237	Andrena morio Brullé, 1832	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena morio	1358237	NE
1358227	Andrena pandellei Pérez, 1895	1358227	Andrena pandellei Pérez, 1895	35	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Andrenidae	7901	Andrena	1345710	Andrena pandellei	1358227	NE
1251546	Dacnusa laevipectus Thomson, 1895	1251546	Dacnusa laevipectus Thomson, 1895	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Dacnusa	1251434	Dacnusa laevipectus	1251546	NE
